서동탄역,밤웅지,,,,,,,,,,,,,,,
진위역 서동탄역아래방향,오산대역,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,위도 제일 위쪽,,,,,,경도 제일 왼쪽,,,,
,,,,,,177,예인나라어린이집 주변,북삼미로 259-18,37.1979,127.058,,148,서랑동 마을 중앙,서랑로105번길 32 ,37.1742,127.007
,,,,,,위도 제일 아래,,,,,,경도 제일 오른쪽,,,,
,,,,,,337,시립푸른숲어린이집,동부대로 291-26,37.1274,127.077,,424,부산동 경로당,부산동길 74-6,37.1522,127.09
